date,region_code,region_name,value,population,gdp_pc,indicator,frequency,unit,year
2013-12-31,15,Arica_y_Parinacota,1743270.43,210.0,8301287.761904761,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,15,Arica_y_Parinacota,1771020.56,211.68,8366499.244142102,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,15,Arica_y_Parinacota,1820640.66,213.37344000000002,8532648.95574632,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,15,Arica_y_Parinacota,1865407.59,215.08042752,8673069.937182166,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,15,Arica_y_Parinacota,1900486.41,216.80107094016,8766037.924806006,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,15,Arica_y_Parinacota,1980000.0,218.53547950768132,9060313.704944212,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,15,Arica_y_Parinacota,1995494.75,220.28376334374272,9058746.408313908,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,15,Arica_y_Parinacota,1817042.43,222.0460334504927,8183178.964127395,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,15,Arica_y_Parinacota,2025798.85,223.82240171809664,9050920.883922447,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,15,Arica_y_Parinacota,2080339.21,225.61298093184138,9220831.183594348,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,15,Arica_y_Parinacota,2103989.79,227.41788477929612,9251646.114121035,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,15,Arica_y_Parinacota,2145744.69,229.23722785753048,9360367.467598096,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,15,Arica_y_Parinacota,2192198.0,231.07112568039074,9487113.517732065,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,15,Arica_y_Parinacota,2238483.95,232.91969468583386,9610539.602584086,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,16,Nuble,2689026.85,460.0,5845710.543478261,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,16,Nuble,2756300.38,462.29999999999995,5962146.614752326,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,16,Nuble,2835099.03,464.61149999999986,6102085.355183848,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,16,Nuble,2896918.12,466.9345574999998,6204120.199435017,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,16,Nuble,2942801.09,469.2692302874998,6271029.294200858,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,16,Nuble,3060000.0,471.61557643893724,6488335.315608889,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,16,Nuble,3089291.52,473.9736543211319,6517854.93103992,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,16,Nuble,2894320.23,476.34352259273754,6076119.6336757485,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,16,Nuble,3241415.48,478.7252402057012,6770930.813272372,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,16,Nuble,3349577.04,481.1188664067296,6962057.141962763,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,16,Nuble,3345710.22,483.5244607387632,6919422.886875641,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,16,Nuble,3424833.06,485.942083042457,7047821.498721219,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,16,Nuble,3493719.96,488.3717934576692,7153811.925263916,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,16,Nuble,3580352.04,490.8136524249575,7294727.891758094,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
